Kind,Name,AvgCyclomatic,SumCyclomatic,MaxEssential,MaxNesting
Package,"proj.unipe.autorizador",3,3,3,1
Public Class,"proj.unipe.autorizador.AutorizadorInterceptor",3,3,3,1
Public Method,"proj.unipe.autorizador.AutorizadorInterceptor.preHandle",,3,,1
Package,"proj.unipe.bd",0,0,0,0
Public Class,"proj.unipe.bd.JPAUtil",0,0,0,0
Package,"proj.unipe.controllers",1,118,3,2
Public Class,"proj.unipe.controllers.CardapioController",1,8,1,1
Public Method,"proj.unipe.controllers.CardapioController.filtrar",,1,,0
Public Method,"proj.unipe.controllers.CardapioController.insertForm",,1,,0
Public Method,"proj.unipe.controllers.CardapioController.list",,1,,0
Public Method,"proj.unipe.controllers.CardapioController.save",,1,,0
Public Method,"proj.unipe.controllers.CardapioController.selectDeCategoria",,2,,1
Public Method,"proj.unipe.controllers.CardapioController.selectDeStatus",,1,,0
Public Method,"proj.unipe.controllers.CardapioController.updateForm",,1,,0
Public Class,"proj.unipe.controllers.CategoriaController",1,7,3,2
Public Method,"proj.unipe.controllers.CategoriaController.filter",,3,,2
Public Method,"proj.unipe.controllers.CategoriaController.insertForm",,1,,0
Public Method,"proj.unipe.controllers.CategoriaController.list",,1,,0
Public Method,"proj.unipe.controllers.CategoriaController.selectDeStatus",,1,,0
Public Method,"proj.unipe.controllers.CategoriaController.updateForm",,1,,0
Public Class,"proj.unipe.controllers.ClienteController",1,12,3,2
Public Method,"proj.unipe.controllers.ClienteController.cadastro",,1,,0
Public Method,"proj.unipe.controllers.ClienteController.confirmarCadastro",,2,,1
Public Method,"proj.unipe.controllers.ClienteController.filter",,3,,2
Public Method,"proj.unipe.controllers.ClienteController.insertForm",,1,,0
Public Method,"proj.unipe.controllers.ClienteController.list",,1,,0
Public Method,"proj.unipe.controllers.ClienteController.save",,3,,2
Public Method,"proj.unipe.controllers.ClienteController.updateForm",,1,,0
Public Class,"proj.unipe.controllers.DeliveryController",1,13,1,1
Public Method,"proj.unipe.controllers.DeliveryController.adicionarItem",,2,,1
Private Method,"proj.unipe.controllers.DeliveryController.carrinho",,2,,1
Public Method,"proj.unipe.controllers.DeliveryController.detalharPedido",,1,,0
Public Method,"proj.unipe.controllers.DeliveryController.filtrar",,1,,0
Public Method,"proj.unipe.controllers.DeliveryController.finalizarPedido",,1,,0
Public Method,"proj.unipe.controllers.DeliveryController.list",,1,,0
Public Method,"proj.unipe.controllers.DeliveryController.novoDelivery",,1,,0
Public Method,"proj.unipe.controllers.DeliveryController.remove",,1,,0
Public Method,"proj.unipe.controllers.DeliveryController.selectCardapio",,2,,1
Public Method,"proj.unipe.controllers.DeliveryController.selectStatus",,1,,0
Public Class,"proj.unipe.controllers.DeliveryControllerProduct",1,7,1,0
Public Method,"proj.unipe.controllers.DeliveryControllerProduct.detalharPedido",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProduct.filtrar",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProduct.finalizarPedido",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProduct.list",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProduct.novoDelivery",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProduct.remove",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProduct.selectStatus",,1,,0
Public Class,"proj.unipe.controllers.DeliveryControllerProductProduct",1,8,1,1
Private Method,"proj.unipe.controllers.DeliveryControllerProductProduct.cliente",,2,,1
Method,"proj.unipe.controllers.DeliveryControllerProductProduct.delivery",,1,,0
Method,"proj.unipe.controllers.DeliveryControllerProductProduct.delivery1",,1,,0
Private Method,"proj.unipe.controllers.DeliveryControllerProductProduct.item",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProductProduct.novoDelivery",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProductProduct.remove",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProductProduct.selectStatus",,1,,0
Public Class,"proj.unipe.controllers.DeliveryControllerProductProduct2",1,11,1,2
Private Method,"proj.unipe.controllers.DeliveryControllerProductProduct2.cliente",,2,,1
Private Method,"proj.unipe.controllers.DeliveryControllerProductProduct2.delivery",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProductProduct2.filtrar",,2,,1
Public Method,"proj.unipe.controllers.DeliveryControllerProductProduct2.finalizarPedido",,3,,2
Public Method,"proj.unipe.controllers.DeliveryControllerProductProduct2.getDeliveryControllerProductProduct",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProductProduct2.getPedidoService",,1,,0
Public Method,"proj.unipe.controllers.DeliveryControllerProductProduct2.list",,1,,0
Public Class,"proj.unipe.controllers.FuncionarioController",1,9,3,2
Public Method,"proj.unipe.controllers.FuncionarioController.editar",,1,,0
Public Method,"proj.unipe.controllers.FuncionarioController.filtro",,3,,2
Public Method,"proj.unipe.controllers.FuncionarioController.list",,1,,0
Public Method,"proj.unipe.controllers.FuncionarioController.novo",,1,,0
Public Method,"proj.unipe.controllers.FuncionarioController.salvar",,3,,2
Public Class,"proj.unipe.controllers.LayoutController",1,2,1,0
Public Method,"proj.unipe.controllers.LayoutController.menu",,1,,0
Public Method,"proj.unipe.controllers.LayoutController.rodape",,1,,0
Public Interface,"proj.unipe.controllers.Logar",0,0,0,0
Abstract Method,"proj.unipe.controllers.Logar.entrar",,0,,0
Public Class,"proj.unipe.controllers.LoginController",1,3,1,0
Public Method,"proj.unipe.controllers.LoginController.entrar",,1,,0
Public Method,"proj.unipe.controllers.LoginController.loginPage",,1,,0
Public Method,"proj.unipe.controllers.LoginController.logout",,1,,0
Public Class,"proj.unipe.controllers.MesaController",1,10,1,2
Public Method,"proj.unipe.controllers.MesaController.filter",,2,,1
Public Method,"proj.unipe.controllers.MesaController.insertForm",,1,,0
Public Method,"proj.unipe.controllers.MesaController.list",,1,,0
Public Method,"proj.unipe.controllers.MesaController.save",,4,,2
Public Method,"proj.unipe.controllers.MesaController.selectDeReserva",,1,,0
Public Method,"proj.unipe.controllers.MesaController.updateForm",,1,,0
Public Interface,"proj.unipe.controllers.Pedido",0,0,0,0
Abstract Method,"proj.unipe.controllers.Pedido.detalharPedido",,0,,0
Abstract Method,"proj.unipe.controllers.Pedido.filtrar",,0,,0
Abstract Method,"proj.unipe.controllers.Pedido.finalizarPedido",,0,,0
Abstract Method,"proj.unipe.controllers.Pedido.list",,0,,0
Abstract Method,"proj.unipe.controllers.Pedido.selectStatus",,0,,0
Public Class,"proj.unipe.controllers.PedidoController",1,16,1,1
Public Method,"proj.unipe.controllers.PedidoController.adicionarItem",,2,,1
Private Method,"proj.unipe.controllers.PedidoController.carrinho",,2,,1
Public Method,"proj.unipe.controllers.PedidoController.detalharPedido",,1,,0
Public Method,"proj.unipe.controllers.PedidoController.filtrar",,1,,0
Public Method,"proj.unipe.controllers.PedidoController.finalizarPedido",,1,,0
Private Method,"proj.unipe.controllers.PedidoController.item",,1,,0
Public Method,"proj.unipe.controllers.PedidoController.list",,1,,0
Public Method,"proj.unipe.controllers.PedidoController.novoPedido",,1,,0
Public Method,"proj.unipe.controllers.PedidoController.remove",,1,,0
Public Method,"proj.unipe.controllers.PedidoController.selectCardapio",,2,,1
Public Method,"proj.unipe.controllers.PedidoController.selectMesas",,2,,1
Public Method,"proj.unipe.controllers.PedidoController.selectStatus",,1,,0
Public Class,"proj.unipe.controllers.PedidoControllerProduct",1,9,1,1
Public Method,"proj.unipe.controllers.PedidoControllerProduct.detalharPedido",,1,,0
Public Method,"proj.unipe.controllers.PedidoControllerProduct.filtrar",,2,,1
Public Method,"proj.unipe.controllers.PedidoControllerProduct.finalizarPedido",,1,,0
Public Method,"proj.unipe.controllers.PedidoControllerProduct.itemCardapio",,1,,0
Private Method,"proj.unipe.controllers.PedidoControllerProduct.itemcardapio",,2,,1
Public Method,"proj.unipe.controllers.PedidoControllerProduct.list",,1,,0
Public Method,"proj.unipe.controllers.PedidoControllerProduct.selectStatus",,1,,0
Public Class,"proj.unipe.controllers.ReservaControllerProduct",1,3,1,1
Public Method,"proj.unipe.controllers.ReservaControllerProduct.insertForm",,1,,0
Public Method,"proj.unipe.controllers.ReservaControllerProduct.selectMesas",,2,,1
Package,"proj.unipe.daos",1,37,1,0
Public Generic Class,"proj.unipe.daos.AbstractDAO",1,6,1,0
Public Constructor,"proj.unipe.daos.AbstractDAO.AbstractDAO",,1,,0
TypeVariable,"proj.unipe.daos.AbstractDAO.T",0,0,0,0
Public Method,"proj.unipe.daos.AbstractDAO.atualizar",,1,,0
Public Method,"proj.unipe.daos.AbstractDAO.buscarPorID",,1,,0
Public Method,"proj.unipe.daos.AbstractDAO.excluir",,1,,0
Public Method,"proj.unipe.daos.AbstractDAO.inserir",,1,,0
Public Method,"proj.unipe.daos.AbstractDAO.listar",,1,,0
Public Class,"proj.unipe.daos.CardapioDAO",1,3,1,0
Public Constructor,"proj.unipe.daos.CardapioDAO.CardapioDAO",,1,,0
Public Method,"proj.unipe.daos.CardapioDAO.buscarCardapioPorCategoria",,1,,0
Public Method,"proj.unipe.daos.CardapioDAO.buscarPorNome",,1,,0
Public Class,"proj.unipe.daos.CategoriaDAO",1,3,1,0
Public Constructor,"proj.unipe.daos.CategoriaDAO.CategoriaDAO",,1,,0
Public Method,"proj.unipe.daos.CategoriaDAO.buscaPorNome",,1,,0
Public Method,"proj.unipe.daos.CategoriaDAO.buscarCategoriasAtivas",,1,,0
Public Class,"proj.unipe.daos.ClienteDAO",1,2,1,0
Public Constructor,"proj.unipe.daos.ClienteDAO.ClienteDAO",,1,,0
Public Method,"proj.unipe.daos.ClienteDAO.buscarPorNome",,1,,0
Public Class,"proj.unipe.daos.DeliveryDAO",1,1,1,0
Public Constructor,"proj.unipe.daos.DeliveryDAO.DeliveryDAO",,1,,0
Public Class,"proj.unipe.daos.FuncionarioDAO",1,2,1,0
Public Constructor,"proj.unipe.daos.FuncionarioDAO.FuncionarioDAO",,1,,0
Public Method,"proj.unipe.daos.FuncionarioDAO.buscaPorNome",,1,,0
Public Class,"proj.unipe.daos.GerenteDAO",1,1,1,0
Public Constructor,"proj.unipe.daos.GerenteDAO.GerenteDAO",,1,,0
Public Class,"proj.unipe.daos.ItemCardapioDAO",1,2,1,0
Public Constructor,"proj.unipe.daos.ItemCardapioDAO.ItemCardapioDAO",,1,,0
Public Method,"proj.unipe.daos.ItemCardapioDAO.buscarItensPorIdDoPedido",,1,,0
Public Class,"proj.unipe.daos.MesaDAO",1,3,1,0
Public Constructor,"proj.unipe.daos.MesaDAO.MesaDAO",,1,,0
Public Method,"proj.unipe.daos.MesaDAO.buscaPorMesaDeReserva",,1,,0
Public Method,"proj.unipe.daos.MesaDAO.buscaPorNumMesa",,1,,0
Public Class,"proj.unipe.daos.PedidoDAO",1,5,1,0
Public Constructor,"proj.unipe.daos.PedidoDAO.PedidoDAO",,1,,0
Public Method,"proj.unipe.daos.PedidoDAO.buscaPorNumeroPedido",,1,,0
Public Method,"proj.unipe.daos.PedidoDAO.buscarPedido",,1,,0
Public Method,"proj.unipe.daos.PedidoDAO.listarDelivery",,1,,0
Public Method,"proj.unipe.daos.PedidoDAO.listarTradicional",,1,,0
Public Class,"proj.unipe.daos.ReservaDAO",1,6,1,0
Public Constructor,"proj.unipe.daos.ReservaDAO.ReservaDAO",,1,,0
Public Method,"proj.unipe.daos.ReservaDAO.buscaPorMesaDeReserva",,1,,0
Public Method,"proj.unipe.daos.ReservaDAO.buscaPorNumMesa",,1,,0
Public Method,"proj.unipe.daos.ReservaDAO.buscarPorNomeResponsavel",,1,,0
Public Method,"proj.unipe.daos.ReservaDAO.buscarReserva",,1,,0
Public Method,"proj.unipe.daos.ReservaDAO.buscarReservaPorMesa",,1,,0
Public Class,"proj.unipe.daos.TradicionalDAO",1,1,1,0
Public Constructor,"proj.unipe.daos.TradicionalDAO.TradicionalDAO",,1,,0
Public Class,"proj.unipe.daos.UsuarioDAO",1,2,1,0
Public Constructor,"proj.unipe.daos.UsuarioDAO.UsuarioDAO",,1,,0
Public Method,"proj.unipe.daos.UsuarioDAO.validaLogin",,1,,0
Package,"proj.unipe.entities",1,141,1,3
Public Abstract Class,"proj.unipe.entities.AbstractEntity",2,2,1,1
Public Method,"proj.unipe.entities.AbstractEntity.equals",,2,,1
Public Abstract Method,"proj.unipe.entities.AbstractEntity.getId",,0,,0
Public Abstract Method,"proj.unipe.entities.AbstractEntity.setId",,0,,0
Public Class,"proj.unipe.entities.Cardapio",1,17,1,3
Public Method,"proj.unipe.entities.Cardapio.getCategoria",,1,,0
Public Method,"proj.unipe.entities.Cardapio.getId",,1,,0
Public Method,"proj.unipe.entities.Cardapio.getItemCardapio",,1,,0
Public Method,"proj.unipe.entities.Cardapio.getNome",,1,,0
Public Method,"proj.unipe.entities.Cardapio.getPreco",,1,,0
Public Method,"proj.unipe.entities.Cardapio.getStatus",,1,,0
Public Method,"proj.unipe.entities.Cardapio.save",,5,,3
Public Method,"proj.unipe.entities.Cardapio.setCategoria",,1,,0
Public Method,"proj.unipe.entities.Cardapio.setId",,1,,0
Public Method,"proj.unipe.entities.Cardapio.setItemCardapio",,1,,0
Public Method,"proj.unipe.entities.Cardapio.setNome",,1,,0
Public Method,"proj.unipe.entities.Cardapio.setPreco",,1,,0
Public Method,"proj.unipe.entities.Cardapio.setStatus",,1,,0
Public Class,"proj.unipe.entities.Categoria",1,8,1,0
Public Method,"proj.unipe.entities.Categoria.getCardapio",,1,,0
Public Method,"proj.unipe.entities.Categoria.getId",,1,,0
Public Method,"proj.unipe.entities.Categoria.getNome",,1,,0
Public Method,"proj.unipe.entities.Categoria.getStatus",,1,,0
Public Method,"proj.unipe.entities.Categoria.setCardapio",,1,,0
Public Method,"proj.unipe.entities.Categoria.setId",,1,,0
Public Method,"proj.unipe.entities.Categoria.setNome",,1,,0
Public Method,"proj.unipe.entities.Categoria.setStatus",,1,,0
Public Class,"proj.unipe.entities.Cliente",1,4,1,0
Public Method,"proj.unipe.entities.Cliente.getDelivery",,1,,0
Public Method,"proj.unipe.entities.Cliente.getEndereco",,1,,0
Public Method,"proj.unipe.entities.Cliente.setDelivery",,1,,0
Public Method,"proj.unipe.entities.Cliente.setEndereco",,1,,0
Public Class,"proj.unipe.entities.Delivery",1,4,1,0
Public Method,"proj.unipe.entities.Delivery.getCliente",,1,,0
Public Method,"proj.unipe.entities.Delivery.getTrocoPara",,1,,0
Public Method,"proj.unipe.entities.Delivery.setCliente",,1,,0
Public Method,"proj.unipe.entities.Delivery.setTrocoPara",,1,,0
Public Class,"proj.unipe.entities.Endereco",1,10,1,0
Public Method,"proj.unipe.entities.Endereco.getBairro",,1,,0
Public Method,"proj.unipe.entities.Endereco.getCep",,1,,0
Public Method,"proj.unipe.entities.Endereco.getComplemento",,1,,0
Public Method,"proj.unipe.entities.Endereco.getNumero",,1,,0
Public Method,"proj.unipe.entities.Endereco.getRua",,1,,0
Public Method,"proj.unipe.entities.Endereco.setBairro",,1,,0
Public Method,"proj.unipe.entities.Endereco.setCep",,1,,0
Public Method,"proj.unipe.entities.Endereco.setComplemento",,1,,0
Public Method,"proj.unipe.entities.Endereco.setNumero",,1,,0
Public Method,"proj.unipe.entities.Endereco.setRua",,1,,0
Public Class,"proj.unipe.entities.Funcionario",1,12,1,1
Public Method,"proj.unipe.entities.Funcionario.getCargo",,1,,0
Public Method,"proj.unipe.entities.Funcionario.getCpf",,1,,0
Public Method,"proj.unipe.entities.Funcionario.getPedidos",,1,,0
Public Method,"proj.unipe.entities.Funcionario.getReserva",,1,,0
Public Method,"proj.unipe.entities.Funcionario.getSalario",,1,,0
Public Method,"proj.unipe.entities.Funcionario.getTotal",,2,,1
Public Method,"proj.unipe.entities.Funcionario.setCargo",,1,,0
Public Method,"proj.unipe.entities.Funcionario.setCpf",,1,,0
Public Method,"proj.unipe.entities.Funcionario.setPedidos",,1,,0
Public Method,"proj.unipe.entities.Funcionario.setReserva",,1,,0
Public Method,"proj.unipe.entities.Funcionario.setSalario",,1,,0
Public Class,"proj.unipe.entities.Gerente",0,0,0,0
Public Class,"proj.unipe.entities.ItemCardapio",1,17,1,1
Public Method,"proj.unipe.entities.ItemCardapio.getCardapio",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.getDelivery",,2,,1
Public Method,"proj.unipe.entities.ItemCardapio.getId",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.getPedido",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.getPreco",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.getQuantidade",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.getTradicional",,2,,1
Public Method,"proj.unipe.entities.ItemCardapio.itemCardapio",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.setCardapio",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.setDelivery",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.setId",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.setPedido",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.setPreco",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.setQuantidade",,1,,0
Public Method,"proj.unipe.entities.ItemCardapio.setTradicional",,1,,0
Public Class,"proj.unipe.entities.Mesa",1,12,1,0
Public Method,"proj.unipe.entities.Mesa.getCapacidade",,1,,0
Public Method,"proj.unipe.entities.Mesa.getDeReserva",,1,,0
Public Method,"proj.unipe.entities.Mesa.getId",,1,,0
Public Method,"proj.unipe.entities.Mesa.getNumero",,1,,0
Public Method,"proj.unipe.entities.Mesa.getReservas",,1,,0
Public Method,"proj.unipe.entities.Mesa.getTradicional",,1,,0
Public Method,"proj.unipe.entities.Mesa.setCapacidade",,1,,0
Public Method,"proj.unipe.entities.Mesa.setDeReserva",,1,,0
Public Method,"proj.unipe.entities.Mesa.setId",,1,,0
Public Method,"proj.unipe.entities.Mesa.setNumero",,1,,0
Public Method,"proj.unipe.entities.Mesa.setReservas",,1,,0
Public Method,"proj.unipe.entities.Mesa.setTradicional",,1,,0
Public Class,"proj.unipe.entities.Pedido",1,14,1,1
Public Method,"proj.unipe.entities.Pedido.buscarPedido",,3,,1
Public Method,"proj.unipe.entities.Pedido.getData",,1,,0
Public Method,"proj.unipe.entities.Pedido.getFuncionario",,1,,0
Public Method,"proj.unipe.entities.Pedido.getId",,1,,0
Public Method,"proj.unipe.entities.Pedido.getItemCardapio",,1,,0
Public Method,"proj.unipe.entities.Pedido.getStatus",,1,,0
Public Method,"proj.unipe.entities.Pedido.getTotal",,1,,0
Public Method,"proj.unipe.entities.Pedido.setData",,1,,0
Public Method,"proj.unipe.entities.Pedido.setFuncionario",,1,,0
Public Method,"proj.unipe.entities.Pedido.setId",,1,,0
Public Method,"proj.unipe.entities.Pedido.setItemCardapio",,1,,0
Public Method,"proj.unipe.entities.Pedido.setStatus",,1,,0
Public Class,"proj.unipe.entities.Reserva",1,23,1,2
Public Method,"proj.unipe.entities.Reserva.buscarReserva",,5,,1
Public Method,"proj.unipe.entities.Reserva.filter",,4,,2
Public Method,"proj.unipe.entities.Reserva.getDataFinal",,1,,0
Public Method,"proj.unipe.entities.Reserva.getDataInicial",,1,,0
Public Method,"proj.unipe.entities.Reserva.getFuncionario",,1,,0
Public Method,"proj.unipe.entities.Reserva.getId",,1,,0
Public Method,"proj.unipe.entities.Reserva.getMesa",,1,,0
Public Method,"proj.unipe.entities.Reserva.getNome_responsavel",,1,,0
Public Method,"proj.unipe.entities.Reserva.getNum_Pessoas",,1,,0
Public Method,"proj.unipe.entities.Reserva.setDataFinal",,1,,0
Public Method,"proj.unipe.entities.Reserva.setDataInicial",,1,,0
Public Method,"proj.unipe.entities.Reserva.setFuncionario",,1,,0
Public Method,"proj.unipe.entities.Reserva.setId",,1,,0
Public Method,"proj.unipe.entities.Reserva.setMesa",,1,,0
Public Method,"proj.unipe.entities.Reserva.setNome_responsavel",,1,,0
Public Method,"proj.unipe.entities.Reserva.setNum_Pessoas",,1,,0
Public Class,"proj.unipe.entities.Tradicional",1,2,1,0
Public Method,"proj.unipe.entities.Tradicional.getMesa",,1,,0
Public Method,"proj.unipe.entities.Tradicional.setMesa",,1,,0
Public Class,"proj.unipe.entities.Usuario",1,16,1,1
Public Method,"proj.unipe.entities.Usuario.entrar",,2,,1
Public Method,"proj.unipe.entities.Usuario.getEmail",,1,,0
Public Method,"proj.unipe.entities.Usuario.getId",,1,,0
Public Method,"proj.unipe.entities.Usuario.getLogin",,1,,0
Public Method,"proj.unipe.entities.Usuario.getNome",,1,,0
Public Method,"proj.unipe.entities.Usuario.getSenha",,1,,0
Public Method,"proj.unipe.entities.Usuario.getTelefone",,1,,0
Public Method,"proj.unipe.entities.Usuario.setEmail",,1,,0
Public Method,"proj.unipe.entities.Usuario.setId",,1,,0
Public Method,"proj.unipe.entities.Usuario.setLogin",,1,,0
Public Method,"proj.unipe.entities.Usuario.setNome",,1,,0
Public Method,"proj.unipe.entities.Usuario.setSenha",,1,,0
Public Method,"proj.unipe.entities.Usuario.setTelefone",,1,,0
Public Method,"proj.unipe.entities.Usuario.validaLogin",,2,,1
Package,"proj.unipe.services",1,122,1,2
Public Class,"proj.unipe.services.CardapioControllerProduct",1,6,1,0
Public Method,"proj.unipe.services.CardapioControllerProduct.filtrar",,1,,0
Public Method,"proj.unipe.services.CardapioControllerProduct.insertForm",,1,,0
Public Method,"proj.unipe.services.CardapioControllerProduct.list",,1,,0
Public Method,"proj.unipe.services.CardapioControllerProduct.save",,1,,0
Public Method,"proj.unipe.services.CardapioControllerProduct.selectDeStatus",,1,,0
Public Method,"proj.unipe.services.CardapioControllerProduct.updateForm",,1,,0
Public Class,"proj.unipe.services.CardapioService",1,18,1,2
Public Method,"proj.unipe.services.CardapioService.ativar",,2,,1
Public Method,"proj.unipe.services.CardapioService.atualizar",,1,,0
Public Method,"proj.unipe.services.CardapioService.buscaPorNome",,1,,0
Public Method,"proj.unipe.services.CardapioService.buscarCardapioPorCategoria",,1,,0
Public Method,"proj.unipe.services.CardapioService.buscarPorId",,1,,0
Public Method,"proj.unipe.services.CardapioService.desativar",,2,,1
Public Method,"proj.unipe.services.CardapioService.excluir",,1,,0
Public Method,"proj.unipe.services.CardapioService.filtrar",,4,,2
Public Method,"proj.unipe.services.CardapioService.inserir",,1,,0
Public Method,"proj.unipe.services.CardapioService.listar",,1,,0
Public Method,"proj.unipe.services.CardapioService.remove",,3,,2
Public Class,"proj.unipe.services.CategoriaService",1,14,1,2
Public Method,"proj.unipe.services.CategoriaService.ativar",,2,,1
Public Method,"proj.unipe.services.CategoriaService.atualizar",,1,,0
Public Method,"proj.unipe.services.CategoriaService.buscaPorNome",,1,,0
Public Method,"proj.unipe.services.CategoriaService.buscarCategoriasAtivas",,1,,0
Public Method,"proj.unipe.services.CategoriaService.buscarPorId",,1,,0
Public Method,"proj.unipe.services.CategoriaService.desativar",,2,,1
Public Method,"proj.unipe.services.CategoriaService.excluir",,1,,0
Public Method,"proj.unipe.services.CategoriaService.inserir",,1,,0
Public Method,"proj.unipe.services.CategoriaService.listar",,1,,0
Public Method,"proj.unipe.services.CategoriaService.remove",,3,,2
Public Class,"proj.unipe.services.ClienteService",1,9,1,2
Public Method,"proj.unipe.services.ClienteService.atualizar",,1,,0
Public Method,"proj.unipe.services.ClienteService.buscarPorId",,1,,0
